period,category,segment,metric,value,unit,direction,source
2020-01,Operations,Global,OEE (%),83.56,%,up,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2020-08,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2020-09,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2020-10,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2020-11,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2020-12,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2021-01,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2021-02,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2021-03,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2021-04,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2021-05,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2021-06,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2021-07,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2021-08,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2021-09,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2021-10,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2021-11,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2021-12,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2022-01,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2022-02,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2022-03,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2022-04,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2022-05,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2022-06,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2022-07,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2022-08,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2022-09,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2022-10,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2022-11,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2022-12,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2023-01,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2023-02,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2023-03,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2023-04,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2023-05,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2023-06,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2023-07,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2023-08,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2023-09,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2023-10,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2023-11,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2023-12,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2024-01,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2024-02,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2024-03,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2024-04,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2024-05,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2024-06,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2024-07,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2024-08,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2024-09,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2024-10,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2024-11,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2024-12,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2025-01,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2025-02,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2025-03,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2025-04,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2025-05,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2025-06,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2025-07,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2025-08,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2025-09,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2025-10,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2025-11,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2025-12,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2026-01,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2026-02,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2026-03,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2026-04,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2026-05,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
2026-06,Operations,Global,Safety Incident Rate (per 200k hours),1.4,Rate,down,Six Sigma Industry Standards 2024; OSHA Safety Data 2024; ISM Manufacturing PMI 2024
