company,sector,domain,metric,value,period,date
LendingTree Digital,Fintech,Growth,mrr,27229349.859529942,2017-10,2017-10-17T00:00:00
LendingTree Digital,Fintech,Growth,mrr,39616365.7441123,2017-11,2017-11-16T00:00:00
LendingTree Digital,Fintech,Growth,mrr,38181352.7413271,2017-12,2017-12-16T00:00:00
LendingTree Digital,Fintech,Growth,mrr,46242843.72389995,2018-01,2018-01-15T00:00:00
LendingTree Digital,Fintech,Growth,mrr,54260034.089860894,2018-02,2018-02-14T00:00:00
LendingTree Digital,Fintech,Growth,mrr,64535401.332087964,2018-03,2018-03-16T00:00:00
LendingTree Digital,Fintech,Growth,mrr,65077792.28015951,2018-04,2018-04-15T00:00:00
LendingTree Digital,Fintech,Growth,mrr,79112279.34445609,2018-05,2018-05-15T00:00:00
LendingTree Digital,Fintech,Growth,mrr,106584818.95831208,2018-06,2018-06-14T00:00:00
LendingTree Digital,Fintech,Growth,mrr,124156816.68704069,2018-07,2018-07-14T00:00:00
LendingTree Digital,Fintech,Growth,mrr,145604382.54633424,2018-08,2018-08-13T00:00:00
LendingTree Digital,Fintech,Growth,mrr,188394667.53471795,2018-09,2018-09-12T00:00:00
LendingTree Digital,Fintech,Growth,mrr,255107667.92742136,2018-10,2018-10-12T00:00:00
LendingTree Digital,Fintech,Growth,mrr,282664004.4922741,2018-11,2018-11-11T00:00:00
LendingTree Digital,Fintech,Growth,mrr,348405571.1784592,2018-12,2018-12-11T00:00:00
LendingTree Digital,Fintech,Growth,mrr,436509658.32356083,2019-01,2019-01-10T00:00:00
LendingTree Digital,Fintech,Growth,mrr,536593539.38189393,2019-02,2019-02-09T00:00:00
LendingTree Digital,Fintech,Growth,mrr,690473325.691112,2019-03,2019-03-11T00:00:00
LendingTree Digital,Fintech,Growth,mrr,831063086.4243335,2019-04,2019-04-10T00:00:00
LendingTree Digital,Fintech,Growth,mrr,919882880.521839,2019-05,2019-05-10T00:00:00
LendingTree Digital,Fintech,Growth,mrr,1061366433.8266642,2019-06,2019-06-09T00:00:00
LendingTree Digital,Fintech,Growth,mrr,1354485233.5789084,2019-07,2019-07-09T00:00:00
LendingTree Digital,Fintech,Growth,mrr,1574800249.8134725,2019-08,2019-08-08T00:00:00
LendingTree Digital,Fintech,Growth,mrr,1974760258.2562897,2019-09,2019-09-07T00:00:00
LendingTree Digital,Fintech,Growth,mrr,2398000615.152023,2019-10,2019-10-07T00:00:00
LendingTree Digital,Fintech,Growth,mrr,3375381213.367878,2019-11,2019-11-06T00:00:00
LendingTree Digital,Fintech,Growth,mrr,4294379804.33439,2019-12,2019-12-06T00:00:00
LendingTree Digital,Fintech,Growth,mrr,5116649475.742628,2020-01,2020-01-05T00:00:00
LendingTree Digital,Fintech,Growth,mrr,5785968619.52936,2020-02,2020-02-04T00:00:00
LendingTree Digital,Fintech,Growth,mrr,6315624122.326136,2020-03,2020-03-05T00:00:00
LendingTree Digital,Fintech,Growth,mrr,7228812612.536462,2020-04,2020-04-04T00:00:00
LendingTree Digital,Fintech,Growth,mrr,8250726080.70382,2020-05,2020-05-04T00:00:00
LendingTree Digital,Fintech,Growth,mrr,10028151970.002535,2020-06,2020-06-03T00:00:00
LendingTree Digital,Fintech,Growth,mrr,11511917083.548176,2020-07,2020-07-03T00:00:00
LendingTree Digital,Fintech,Growth,mrr,14050239038.421211,2020-08,2020-08-02T00:00:00
LendingTree Digital,Fintech,Growth,mrr,14759197653.564095,2020-09,2020-09-01T00:00:00
LendingTree Digital,Fintech,Growth,mrr,18138695637.161705,2020-10,2020-10-01T00:00:00
LendingTree Digital,Fintech,Growth,mrr,23686100196.80939,2020-10,2020-10-31T00:00:00
LendingTree Digital,Fintech,Growth,mrr,28020440899.98896,2020-11,2020-11-30T00:00:00
LendingTree Digital,Fintech,Growth,mrr,30375099134.878044,2020-12,2020-12-30T00:00:00
LendingTree Digital,Fintech,Growth,mrr,33230642836.261593,2021-01,2021-01-29T00:00:00
LendingTree Digital,Fintech,Growth,mrr,38842616333.395836,2021-02,2021-02-28T00:00:00
LendingTree Digital,Fintech,Growth,mrr,41463394942.87286,2021-03,2021-03-30T00:00:00
LendingTree Digital,Fintech,Growth,mrr,51270812627.77143,2021-04,2021-04-29T00:00:00
LendingTree Digital,Fintech,Growth,mrr,63247484202.60784,2021-05,2021-05-29T00:00:00
LendingTree Digital,Fintech,Growth,mrr,73059597906.47119,2021-06,2021-06-28T00:00:00
LendingTree Digital,Fintech,Growth,mrr,88713638614.63174,2021-07,2021-07-28T00:00:00
LendingTree Digital,Fintech,Growth,mrr,92353414536.64261,2021-08,2021-08-27T00:00:00
LendingTree Digital,Fintech,Growth,mrr,105295151918.03117,2021-09,2021-09-26T00:00:00
LendingTree Digital,Fintech,Growth,mrr,125923002569.65979,2021-10,2021-10-26T00:00:00
LendingTree Digital,Fintech,Growth,mrr,125306877139.38855,2021-11,2021-11-25T00:00:00
LendingTree Digital,Fintech,Growth,mrr,145737356380.5267,2021-12,2021-12-25T00:00:00
LendingTree Digital,Fintech,Growth,mrr,177826613356.49493,2022-01,2022-01-24T00:00:00
LendingTree Digital,Fintech,Growth,mrr,223000305667.19434,2022-02,2022-02-23T00:00:00
LendingTree Digital,Fintech,Growth,mrr,263047832032.353,2022-03,2022-03-25T00:00:00
LendingTree Digital,Fintech,Growth,mrr,285661971705.523,2022-04,2022-04-24T00:00:00
LendingTree Digital,Fintech,Growth,mrr,446151290097.71466,2022-05,2022-05-24T00:00:00
LendingTree Digital,Fintech,Growth,mrr,444518793473.65045,2022-06,2022-06-23T00:00:00
LendingTree Digital,Fintech,Growth,mrr,466159057594.87823,2022-07,2022-07-23T00:00:00
LendingTree Digital,Fintech,Growth,mrr,517877243914.9729,2022-08,2022-08-22T00:00:00
LendingTree Digital,Fintech,Growth,mrr,621662550774.0886,2022-09,2022-09-21T00:00:00
LendingTree Digital,Fintech,Growth,mrr,739187033600.447,2022-10,2022-10-21T00:00:00
LendingTree Digital,Fintech,Growth,mrr,947445558669.2847,2022-11,2022-11-20T00:00:00
LendingTree Digital,Fintech,Growth,mrr,1097659345085.8328,2022-12,2022-12-20T00:00:00
LendingTree Digital,Fintech,Growth,mrr,1280153494780.2766,2023-01,2023-01-19T00:00:00
LendingTree Digital,Fintech,Growth,mrr,1615656533912.259,2023-02,2023-02-18T00:00:00
LendingTree Digital,Fintech,Growth,mrr,1559468711085.726,2023-03,2023-03-20T00:00:00
LendingTree Digital,Fintech,Growth,mrr,1742771430791.555,2023-04,2023-04-19T00:00:00
LendingTree Digital,Fintech,Growth,mrr,2070384333382.0945,2023-05,2023-05-19T00:00:00
LendingTree Digital,Fintech,Growth,mrr,2415965454190.6846,2023-06,2023-06-18T00:00:00
LendingTree Digital,Fintech,Growth,mrr,2729102329164.217,2023-07,2023-07-18T00:00:00
LendingTree Digital,Fintech,Growth,mrr,3291537271197.3267,2023-08,2023-08-17T00:00:00
LendingTree Digital,Fintech,Growth,mrr,4052789114303.8335,2023-09,2023-09-16T00:00:00
LendingTree Digital,Fintech,Growth,mrr,5258251632811.047,2023-10,2023-10-16T00:00:00
LendingTree Digital,Fintech,Growth,mrr,5924011936132.037,2023-11,2023-11-15T00:00:00
LendingTree Digital,Fintech,Growth,mrr,6902647511554.125,2023-12,2023-12-15T00:00:00
LendingTree Digital,Fintech,Growth,mrr,8532141325918.988,2024-01,2024-01-14T00:00:00
LendingTree Digital,Fintech,Growth,mrr,10383513193922.352,2024-02,2024-02-13T00:00:00
LendingTree Digital,Fintech,Growth,mrr,12700711097915.146,2024-03,2024-03-14T00:00:00
LendingTree Digital,Fintech,Growth,mrr,18006350346515.773,2024-04,2024-04-13T00:00:00
LendingTree Digital,Fintech,Growth,mrr,19638602666529.754,2024-05,2024-05-13T00:00:00
LendingTree Digital,Fintech,Growth,mrr,25502254718007.402,2024-06,2024-06-12T00:00:00
LendingTree Digital,Fintech,Growth,mrr,30277348598148.79,2024-07,2024-07-12T00:00:00
LendingTree Digital,Fintech,Growth,mrr,41399658831321.97,2024-08,2024-08-11T00:00:00
LendingTree Digital,Fintech,Growth,mrr,50368225836000.46,2024-09,2024-09-10T00:00:00
LendingTree Digital,Fintech,Growth,mrr,64617517679472.12,2024-10,2024-10-10T00:00:00
LendingTree Digital,Fintech,Growth,mrr,66713163818646.305,2024-11,2024-11-09T00:00:00
LendingTree Digital,Fintech,Growth,mrr,67991374660039.4,2024-12,2024-12-09T00:00:00
LendingTree Digital,Fintech,Growth,mrr,84207203384196.9,2025-01,2025-01-08T00:00:00
LendingTree Digital,Fintech,Growth,mrr,96063505636467.69,2025-02,2025-02-07T00:00:00
LendingTree Digital,Fintech,Growth,mrr,115566930084566.39,2025-03,2025-03-09T00:00:00
LendingTree Digital,Fintech,Growth,mrr,140228222992646.17,2025-04,2025-04-08T00:00:00
LendingTree Digital,Fintech,Growth,mrr,159005534626387.38,2025-05,2025-05-08T00:00:00
LendingTree Digital,Fintech,Growth,mrr,178887685687363.44,2025-06,2025-06-07T00:00:00
LendingTree Digital,Fintech,Growth,mrr,221689323607208.16,2025-07,2025-07-07T00:00:00
LendingTree Digital,Fintech,Growth,mrr,243570978882531.3,2025-08,2025-08-06T00:00:00
LendingTree Digital,Fintech,Growth,mrr,313946540253329.25,2025-09,2025-09-05T00:00:00
LendingTree Digital,Fintech,Growth,mrr,432149201236384.0,2025-10,2025-10-05T00:00:00
LendingTree Digital,Fintech,Growth,mrr,517533139648272.1,2025-11,2025-11-04T00:00:00
LendingTree Digital,Fintech,Growth,mrr,720466833446127.2,2025-12,2025-12-04T00:00:00
LendingTree Digital,Fintech,Growth,mrr,905834771351972.1,2026-01,2026-01-03T00:00:00
LendingTree Digital,Fintech,Growth,mrr,1070977416916310.4,2026-02,2026-02-02T00:00:00
LendingTree Digital,Fintech,Growth,mrr,1232582347962611.8,2026-03,2026-03-04T00:00:00
LendingTree Digital,Fintech,Growth,mrr,1326701985383655.8,2026-04,2026-04-03T00:00:00
LendingTree Digital,Fintech,Growth,mrr,1489724183900337.5,2026-05,2026-05-03T00:00:00
LendingTree Digital,Fintech,Growth,mrr,1495827645341470.2,2026-06,2026-06-02T00:00:00
LendingTree Digital,Fintech,Growth,mrr,1978397642224334.0,2026-07,2026-07-02T00:00:00
LendingTree Digital,Fintech,Growth,mrr,2413329500402736.0,2026-08,2026-08-01T00:00:00
LendingTree Digital,Fintech,Growth,mrr,3250138771168017.5,2026-08,2026-08-31T00:00:00
LendingTree Digital,Fintech,Growth,mrr,3519500293960522.5,2026-09,2026-09-30T00:00:00
LendingTree Digital,Fintech,Growth,arr,600000.0,2015-01,2015-01-01T00:00:00
LendingTree Digital,Fintech,Growth,arr,727088.529242882,2015-01,2015-01-31T00:00:00
LendingTree Digital,Fintech,Growth,arr,771959.0631771093,2015-03,2015-03-02T00:00:00
LendingTree Digital,Fintech,Growth,arr,796261.0652220967,2015-04,2015-04-01T00:00:00
LendingTree Digital,Fintech,Growth,arr,983488.0610976297,2015-05,2015-05-01T00:00:00
LendingTree Digital,Fintech,Growth,arr,1051861.485640941,2015-05,2015-05-31T00:00:00
LendingTree Digital,Fintech,Growth,arr,1188724.2701457082,2015-06,2015-06-30T00:00:00
LendingTree Digital,Fintech,Growth,arr,1334048.7846630663,2015-07,2015-07-30T00:00:00
LendingTree Digital,Fintech,Growth,arr,1587478.388760402,2015-08,2015-08-29T00:00:00
LendingTree Digital,Fintech,Growth,arr,2000478.2883311128,2015-09,2015-09-28T00:00:00
LendingTree Digital,Fintech,Growth,arr,2380333.082560121,2015-10,2015-10-28T00:00:00
LendingTree Digital,Fintech,Growth,arr,3193536.816808177,2015-11,2015-11-27T00:00:00
LendingTree Digital,Fintech,Growth,arr,3188746.5927134715,2015-12,2015-12-27T00:00:00
LendingTree Digital,Fintech,Growth,arr,3948163.0096182814,2016-01,2016-01-26T00:00:00
LendingTree Digital,Fintech,Growth,arr,3629738.321331933,2016-02,2016-02-25T00:00:00
LendingTree Digital,Fintech,Growth,arr,4176256.539975796,2016-03,2016-03-26T00:00:00
LendingTree Digital,Fintech,Growth,arr,4530996.372120361,2016-04,2016-04-25T00:00:00
LendingTree Digital,Fintech,Growth,arr,5763272.366936379,2016-05,2016-05-25T00:00:00
LendingTree Digital,Fintech,Growth,arr,6483610.461897484,2016-06,2016-06-24T00:00:00
LendingTree Digital,Fintech,Growth,arr,8328975.4027313925,2016-07,2016-07-24T00:00:00
LendingTree Digital,Fintech,Growth,arr,11118129.62642536,2016-08,2016-08-23T00:00:00
LendingTree Digital,Fintech,Growth,arr,13346032.53209575,2016-09,2016-09-22T00:00:00
LendingTree Digital,Fintech,Growth,arr,16495398.830323484,2016-10,2016-10-22T00:00:00
LendingTree Digital,Fintech,Growth,arr,18980898.11514539,2016-11,2016-11-21T00:00:00
LendingTree Digital,Fintech,Growth,arr,26887926.8978784,2016-12,2016-12-21T00:00:00
LendingTree Digital,Fintech,Growth,arr,30680783.73223753,2017-01,2017-01-20T00:00:00
LendingTree Digital,Fintech,Growth,arr,35821724.37732572,2017-02,2017-02-19T00:00:00
LendingTree Digital,Fintech,Growth,arr,54018088.32276163,2017-03,2017-03-21T00:00:00
LendingTree Digital,Fintech,Growth,arr,63265753.083004564,2017-04,2017-04-20T00:00:00
LendingTree Digital,Fintech,Growth,arr,78296760.63545331,2017-05,2017-05-20T00:00:00
LendingTree Digital,Fintech,Growth,arr,104092227.68365805,2017-06,2017-06-19T00:00:00
LendingTree Digital,Fintech,Growth,arr,137664534.3450232,2017-07,2017-07-19T00:00:00
LendingTree Digital,Fintech,Growth,arr,173651893.85049948,2017-08,2017-08-18T00:00:00
LendingTree Digital,Fintech,Growth,arr,222850288.36112067,2017-09,2017-09-17T00:00:00
LendingTree Digital,Fintech,Growth,arr,278693300.889823,2017-10,2017-10-17T00:00:00
LendingTree Digital,Fintech,Growth,arr,377712887.1284537,2017-11,2017-11-16T00:00:00
LendingTree Digital,Fintech,Growth,arr,477760785.4043686,2017-12,2017-12-16T00:00:00
LendingTree Digital,Fintech,Growth,arr,572059735.036792,2018-01,2018-01-15T00:00:00
LendingTree Digital,Fintech,Growth,arr,644816049.9429382,2018-02,2018-02-14T00:00:00
LendingTree Digital,Fintech,Growth,arr,703790127.723022,2018-03,2018-03-16T00:00:00
LendingTree Digital,Fintech,Growth,arr,856062187.3673043,2018-04,2018-04-15T00:00:00
LendingTree Digital,Fintech,Growth,arr,1058216561.6531976,2018-05,2018-05-15T00:00:00
LendingTree Digital,Fintech,Growth,arr,946837186.6871185,2018-06,2018-06-14T00:00:00
LendingTree Digital,Fintech,Growth,arr,1194121846.150443,2018-07,2018-07-14T00:00:00
LendingTree Digital,Fintech,Growth,arr,1516559691.4321444,2018-08,2018-08-13T00:00:00
LendingTree Digital,Fintech,Growth,arr,2037825305.3371816,2018-09,2018-09-12T00:00:00
LendingTree Digital,Fintech,Growth,arr,2320769848.5343127,2018-10,2018-10-12T00:00:00
LendingTree Digital,Fintech,Growth,arr,3311642875.6005135,2018-11,2018-11-11T00:00:00
LendingTree Digital,Fintech,Growth,arr,3775458760.7506285,2018-12,2018-12-11T00:00:00
LendingTree Digital,Fintech,Growth,arr,4742602451.237768,2019-01,2019-01-10T00:00:00
LendingTree Digital,Fintech,Growth,arr,6153790247.0946045,2019-02,2019-02-09T00:00:00
LendingTree Digital,Fintech,Growth,arr,6681059774.884009,2019-03,2019-03-11T00:00:00
LendingTree Digital,Fintech,Growth,arr,8880310249.189148,2019-04,2019-04-10T00:00:00
LendingTree Digital,Fintech,Growth,arr,11717299436.108906,2019-05,2019-05-10T00:00:00
LendingTree Digital,Fintech,Growth,arr,14384313805.886992,2019-06,2019-06-09T00:00:00
LendingTree Digital,Fintech,Growth,arr,17555054421.412777,2019-07,2019-07-09T00:00:00
LendingTree Digital,Fintech,Growth,arr,19116426435.244423,2019-08,2019-08-08T00:00:00
LendingTree Digital,Fintech,Growth,arr,20981444648.749218,2019-09,2019-09-07T00:00:00
LendingTree Digital,Fintech,Growth,arr,24298418272.62659,2019-10,2019-10-07T00:00:00
LendingTree Digital,Fintech,Growth,arr,29395402465.541065,2019-11,2019-11-06T00:00:00
LendingTree Digital,Fintech,Growth,arr,36968172224.94679,2019-12,2019-12-06T00:00:00
LendingTree Digital,Fintech,Growth,arr,52491612433.827774,2020-01,2020-01-05T00:00:00
LendingTree Digital,Fintech,Growth,arr,57164377871.52222,2020-02,2020-02-04T00:00:00
LendingTree Digital,Fintech,Growth,arr,80002222157.98529,2020-03,2020-03-05T00:00:00
LendingTree Digital,Fintech,Growth,arr,84654183791.05818,2020-04,2020-04-04T00:00:00
LendingTree Digital,Fintech,Growth,arr,110405701578.54402,2020-05,2020-05-04T00:00:00
LendingTree Digital,Fintech,Growth,arr,135140753382.42906,2020-06,2020-06-03T00:00:00
LendingTree Digital,Fintech,Growth,arr,173209604143.25845,2020-07,2020-07-03T00:00:00
LendingTree Digital,Fintech,Growth,arr,247115082627.7674,2020-08,2020-08-02T00:00:00
LendingTree Digital,Fintech,Growth,arr,321178245723.20746,2020-09,2020-09-01T00:00:00
LendingTree Digital,Fintech,Growth,arr,367719022391.15234,2020-10,2020-10-01T00:00:00
LendingTree Digital,Fintech,Growth,arr,438520656231.9668,2020-10,2020-10-31T00:00:00
LendingTree Digital,Fintech,Growth,arr,541192252164.9903,2020-11,2020-11-30T00:00:00
LendingTree Digital,Fintech,Growth,arr,734709178559.1111,2020-12,2020-12-30T00:00:00
LendingTree Digital,Fintech,Growth,arr,841407319913.3716,2021-01,2021-01-29T00:00:00
LendingTree Digital,Fintech,Growth,arr,1003325341425.3861,2021-02,2021-02-28T00:00:00
LendingTree Digital,Fintech,Growth,arr,1187901361101.9524,2021-03,2021-03-30T00:00:00
LendingTree Digital,Fintech,Growth,arr,1537243884155.3752,2021-04,2021-04-29T00:00:00
LendingTree Digital,Fintech,Growth,arr,2162762431483.7139,2021-05,2021-05-29T00:00:00
LendingTree Digital,Fintech,Growth,arr,3097374098618.6636,2021-06,2021-06-28T00:00:00
LendingTree Digital,Fintech,Growth,arr,3562967184053.0444,2021-07,2021-07-28T00:00:00
LendingTree Digital,Fintech,Growth,arr,4295150268775.978,2021-08,2021-08-27T00:00:00
LendingTree Digital,Fintech,Growth,arr,7014866299385.066,2021-09,2021-09-26T00:00:00
LendingTree Digital,Fintech,Growth,arr,7353779998278.133,2021-10,2021-10-26T00:00:00
LendingTree Digital,Fintech,Growth,arr,9880678748964.863,2021-11,2021-11-25T00:00:00
LendingTree Digital,Fintech,Growth,arr,12145218577973.96,2021-12,2021-12-25T00:00:00
LendingTree Digital,Fintech,Growth,arr,16579774437822.342,2022-01,2022-01-24T00:00:00
LendingTree Digital,Fintech,Growth,arr,22474981671755.137,2022-02,2022-02-23T00:00:00
LendingTree Digital,Fintech,Growth,arr,30630206158581.547,2022-03,2022-03-25T00:00:00
LendingTree Digital,Fintech,Growth,arr,35595004800255.85,2022-04,2022-04-24T00:00:00
LendingTree Digital,Fintech,Growth,arr,54065796940504.51,2022-05,2022-05-24T00:00:00
LendingTree Digital,Fintech,Growth,arr,55000035506761.71,2022-06,2022-06-23T00:00:00
LendingTree Digital,Fintech,Growth,arr,60134599222657.0,2022-07,2022-07-23T00:00:00
LendingTree Digital,Fintech,Growth,arr,76001341984163.84,2022-08,2022-08-22T00:00:00
LendingTree Digital,Fintech,Growth,arr,82654545568994.02,2022-09,2022-09-21T00:00:00
LendingTree Digital,Fintech,Growth,arr,103844733270279.36,2022-10,2022-10-21T00:00:00
LendingTree Digital,Fintech,Growth,arr,135550489450486.69,2022-11,2022-11-20T00:00:00
LendingTree Digital,Fintech,Growth,arr,165350744307120.53,2022-12,2022-12-20T00:00:00
LendingTree Digital,Fintech,Growth,arr,182149674479816.03,2023-01,2023-01-19T00:00:00
LendingTree Digital,Fintech,Growth,arr,246596944553768.47,2023-02,2023-02-18T00:00:00
LendingTree Digital,Fintech,Growth,arr,309739733215179.75,2023-03,2023-03-20T00:00:00
LendingTree Digital,Fintech,Growth,arr,328116393105846.1,2023-04,2023-04-19T00:00:00
LendingTree Digital,Fintech,Growth,arr,386030902149711.0,2023-05,2023-05-19T00:00:00
LendingTree Digital,Fintech,Growth,arr,477376095592585.94,2023-06,2023-06-18T00:00:00
LendingTree Digital,Fintech,Growth,arr,556509210878216.75,2023-07,2023-07-18T00:00:00
LendingTree Digital,Fintech,Growth,arr,773307523687357.5,2023-08,2023-08-17T00:00:00
LendingTree Digital,Fintech,Growth,arr,785975117180775.4,2023-09,2023-09-16T00:00:00
LendingTree Digital,Fintech,Growth,arr,1226595140759593.8,2023-10,2023-10-16T00:00:00
LendingTree Digital,Fintech,Growth,arr,1696217276916483.0,2023-11,2023-11-15T00:00:00
LendingTree Digital,Fintech,Growth,arr,2109315618308177.8,2023-12,2023-12-15T00:00:00
LendingTree Digital,Fintech,Growth,arr,2560176462396164.5,2024-01,2024-01-14T00:00:00
LendingTree Digital,Fintech,Growth,arr,2667133032250282.5,2024-02,2024-02-13T00:00:00
LendingTree Digital,Fintech,Growth,arr,3655632210565031.0,2024-03,2024-03-14T00:00:00
LendingTree Digital,Fintech,Growth,arr,4817342458563826.0,2024-04,2024-04-13T00:00:00
LendingTree Digital,Fintech,Growth,arr,6206430125424138.0,2024-05,2024-05-13T00:00:00
LendingTree Digital,Fintech,Growth,arr,8102468468990802.0,2024-06,2024-06-12T00:00:00
LendingTree Digital,Fintech,Growth,arr,9826947539500114.0,2024-07,2024-07-12T00:00:00
LendingTree Digital,Fintech,Growth,arr,1.1091796955802378e+16,2024-08,2024-08-11T00:00:00
LendingTree Digital,Fintech,Growth,arr,1.6028279311938628e+16,2024-09,2024-09-10T00:00:00
LendingTree Digital,Fintech,Growth,arr,1.9412320866026624e+16,2024-10,2024-10-10T00:00:00
LendingTree Digital,Fintech,Growth,arr,2.3337947611269124e+16,2024-11,2024-11-09T00:00:00
LendingTree Digital,Fintech,Growth,arr,2.5570496546028244e+16,2024-12,2024-12-09T00:00:00
LendingTree Digital,Fintech,Growth,arr,3.669732826496136e+16,2025-01,2025-01-08T00:00:00
LendingTree Digital,Fintech,Growth,arr,3.856760543636777e+16,2025-02,2025-02-07T00:00:00
LendingTree Digital,Fintech,Growth,arr,3.793875675966052e+16,2025-03,2025-03-09T00:00:00
LendingTree Digital,Fintech,Growth,arr,4.973161498189576e+16,2025-04,2025-04-08T00:00:00
LendingTree Digital,Fintech,Growth,arr,6.488083207084821e+16,2025-05,2025-05-08T00:00:00
LendingTree Digital,Fintech,Growth,arr,7.715124580095498e+16,2025-06,2025-06-07T00:00:00
LendingTree Digital,Fintech,Growth,arr,8.47847050556282e+16,2025-07,2025-07-07T00:00:00
LendingTree Digital,Fintech,Growth,arr,1.1971603431747613e+17,2025-08,2025-08-06T00:00:00
LendingTree Digital,Fintech,Growth,arr,1.6265211533673542e+17,2025-09,2025-09-05T00:00:00
LendingTree Digital,Fintech,Growth,arr,1.9605595705802406e+17,2025-10,2025-10-05T00:00:00
LendingTree Digital,Fintech,Growth,arr,2.2524970202655008e+17,2025-11,2025-11-04T00:00:00
LendingTree Digital,Fintech,Growth,arr,2.36811957439561e+17,2025-12,2025-12-04T00:00:00
LendingTree Digital,Fintech,Growth,arr,2.5846144879582406e+17,2026-01,2026-01-03T00:00:00
LendingTree Digital,Fintech,Growth,arr,3.219082833585962e+17,2026-02,2026-02-02T00:00:00
LendingTree Digital,Fintech,Growth,arr,4.397862672221295e+17,2026-03,2026-03-04T00:00:00
LendingTree Digital,Fintech,Growth,arr,5.7587106773505894e+17,2026-04,2026-04-03T00:00:00
LendingTree Digital,Fintech,Growth,arr,7.226296931082692e+17,2026-05,2026-05-03T00:00:00
LendingTree Digital,Fintech,Growth,arr,8.861361535695096e+17,2026-06,2026-06-02T00:00:00
LendingTree Digital,Fintech,Growth,arr,1.170020587949169e+18,2026-07,2026-07-02T00:00:00
LendingTree Digital,Fintech,Growth,arr,1.387169821404275e+18,2026-08,2026-08-01T00:00:00
LendingTree Digital,Fintech,Growth,arr,1.5360783977119048e+18,2026-08,2026-08-31T00:00:00
LendingTree Digital,Fintech,Growth,arr,1.9107906380344707e+18,2026-09,2026-09-30T00:00:00
LendingTree Digital,Fintech,Growth,churn_rate,0.08,2015-01,2015-01-01T00:00:00
LendingTree Digital,Fintech,Growth,churn_rate,0.07858716767429862,2015-01,2015-01-31T00:00:00
LendingTree Digital,Fintech,Growth,churn_rate,0.07567191161169418,2015-03,2015-03-02T00:00:00
LendingTree Digital,Fintech,Growth,churn_rate,0.07508310422402709,2015-04,2015-04-01T00:00:00
LendingTree Digital,Fintech,Growth,churn_rate,0.07390511439091131,2015-05,2015-05-01T00:00:00
LendingTree Digital,Fintech,Growth,churn_rate,0.07109752481949115,2015-05,2015-05-31T00:00:00
LendingTree Digital,Fintech,Growth,churn_rate,0.07487415795272803,2015-06,2015-06-30T00:00:00
LendingTree Digital,Fintech,Growth,churn_rate,0.06689429252576506,2015-07,2015-07-30T00:00:00
LendingTree Digital,Fintech,Growth,churn_rate,0.06380874326557678,2015-08,2015-08-29T00:00:00
LendingTree Digital,Fintech,Growth,churn_rate,0.0617039267027584,2015-09,2015-09-28T00:00:00
LendingTree Digital,Fintech,Growth,churn_rate,0.05209015593174647,2015-10,2015-10-28T00:00:00
LendingTree Digital,Fintech,Growth,churn_rate,0.048195552755486495,2015-11,2015-11-27T00:00:00
LendingTree Digital,Fintech,Growth,churn_rate,0.04435147379718961,2015-12,2015-12-27T00:00:00
LendingTree Digital,Fintech,Growth,churn_rate,0.045702302740909674,2016-01,2016-01-26T00:00:00
LendingTree Digital,Fintech,Growth,churn_rate,0.0434870795926013,2016-02,2016-02-25T00:00:00
LendingTree Digital,Fintech,Growth,churn_rate,0.042207681323932225,2016-03,2016-03-26T00:00:00
LendingTree Digital,Fintech,Growth,churn_rate,0.046981730614465034,2016-04,2016-04-25T00:00:00
LendingTree Digital,Fintech,Growth,churn_rate,0.042591916683096386,2016-05,2016-05-25T00:00:00
LendingTree Digital,Fintech,Growth,churn_rate,0.04062752777561029,2016-06,2016-06-24T00:00:00
LendingTree Digital,Fintech,Growth,churn_rate,0.03795842349943895,2016-07,2016-07-24T00:00:00
LendingTree Digital,Fintech,Growth,churn_rate,0.037333809435276456,2016-08,2016-08-23T00:00:00
LendingTree Digital,Fintech,Growth,churn_rate,0.03730991962338591,2016-09,2016-09-22T00:00:00
LendingTree Digital,Fintech,Growth,churn_rate,0.03265590269757286,2016-10,2016-10-22T00:00:00
LendingTree Digital,Fintech,Growth,churn_rate,0.03281793688183297,2016-11,2016-11-21T00:00:00
LendingTree Digital,Fintech,Growth,churn_rate,0.02927800470648347,2016-12,2016-12-21T00:00:00
LendingTree Digital,Fintech,Growth,churn_rate,0.03579345276654365,2017-01,2017-01-20T00:00:00
LendingTree Digital,Fintech,Growth,churn_rate,0.029900748529296993,2017-02,2017-02-19T00:00:00
LendingTree Digital,Fintech,Growth,churn_rate,0.02705383549394602,2017-03,2017-03-21T00:00:00
LendingTree Digital,Fintech,Growth,churn_rate,0.025309628641848644,2017-04,2017-04-20T00:00:00
LendingTree Digital,Fintech,Growth,churn_rate,0.024234314230152373,2017-05,2017-05-20T00:00:00
LendingTree Digital,Fintech,Growth,churn_rate,0.023973993473212715,2017-06,2017-06-19T00:00:00
LendingTree Digital,Fintech,Growth,churn_rate,0.021361242821472597,2017-07,2017-07-19T00:00:00
LendingTree Digital,Fintech,Growth,churn_rate,0.018912914626778986,2017-08,2017-08-18T00:00:00
LendingTree Digital,Fintech,Growth,churn_rate,0.017295100564118877,2017-09,2017-09-17T00:00:00
LendingTree Digital,Fintech,Growth,churn_rate,0.017288010250428802,2017-10,2017-10-17T00:00:00
